A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
-0.010836422,0.06909512,0.03392762,-0.09329069,0.015312389,-0.07481405,-0.09411806,0.14151129,0.4682535,0.40165722,-0.023681685,0.35348973,0.59602773,0.064944044,-0.004721552,0.17145029
0.020330936,0.37921596,0.07427025,-0.055595398,0.103579044,0.14696491,0.088269785,-0.12284827,0.11927462,0.6997082,0.13981679,0.2601843,0.11916134,0.52819145,-0.023322687,0.25726056
-0.0060921907,0.49021196,-0.07461816,0.052724108,0.0056444556,0.051966652,0.09746513,0.068999514,0.23181593,0.12415108,-0.105650604,0.16250286,0.78137404,0.46928376,0.14769882,0.37707734
0.10112503,0.7168586,-0.10505788,0.041633517,-0.06747353,0.06771207,0.14536056,-0.068695456,0.28588736,0.48329508,0.13482508,0.27459922,0.6055714,0.73499924,0.074278966,0.13985464
0.037420005,0.45024842,0.013997704,0.06035401,-0.09720583,-0.1271911,-0.10526347,0.014106184,0.25004193,0.6002673,-0.039413452,0.42361617,0.8183164,0.38915703,-0.10860926,0.40803498
0.06869008,0.7469909,0.08056642,0.092598885,0.11032641,0.071651354,-0.1459238,-0.10176053,0.31770933,0.6410146,0.10479501,-0.0003830567,0.69199735,0.72949994,-0.07359648,0.33248
-0.11941685,0.7215054,-0.07277032,-9.408593e-05,0.0174056,-0.062382497,0.12571827,0.03488514,0.23765203,0.63388216,0.1075649,0.2971999,0.93159235,0.43361288,-0.016008347,0.25653553
-0.060720816,0.6209742,-0.12886372,0.011829853,-0.09913422,-0.13965422,0.1166147,-0.09756468,0.19388808,0.5226975,0.087528616,0.3500964,0.6432297,0.55856216,-0.055420056,0.19026159
0.09179394,0.5391574,0.13087413,-0.12691152,-0.0037122965,-0.016972393,0.11465424,-0.049301974,0.19803151,0.3725479,-0.11306125,0.5018617,0.8381463,0.45731208,-0.08159912,0.17882232
0.11113948,0.33546916,-0.07782839,0.108677,0.116024286,-0.06758441,0.030112177,-0.06676782,0.41537675,0.35347867,0.07785873,0.27292418,0.5923006,0.52183616,-0.019902796,-0.014828023
0.14495918,-0.025468782,-0.0078293085,0.12600085,0.072864816,0.0033890754,-0.034786694,-0.05697377,0.010132134,0.5917646,-0.14768793,0.15432447,0.7370485,0.04805398,-0.14953598,0.4467684
0.10582015,0.7218385,0.113500744,-0.014229,0.13173473,0.07301246,-0.14015836,-0.13544634,0.50698656,0.48825365,-0.14573154,0.12443848,0.34880936,0.7689643,-0.0074185133,0.29623374
-0.07209204,0.60453427,-0.13860115,-0.008076295,-0.123493075,0.09482472,0.08362231,0.1406439,0.19300643,0.68701863,0.054744557,0.22889282,0.74117893,0.6586646,-0.14717807,0.26040196
0.002267912,0.5423562,0.033670485,-0.0705541,0.08558886,0.008350864,-0.08672555,-0.10546967,0.35038394,0.3179364,0.14263874,0.4206708,0.7131415,0.42710158,0.057059765,0.30042934
-0.09062232,0.50593007,-0.054034762,0.12351769,0.012654096,0.046915665,-0.0057936907,0.14175007,0.32692572,0.41353446,0.03535685,0.15252495,0.61893415,0.53590536,0.047763184,0.27040437
0.10815993,0.573874,-0.036512397,-0.07272687,-0.07277778,-0.11000273,-0.014661968,-0.07065066,0.26749563,0.6740999,0.109826624,0.36945295,0.63030314,0.6693262,-0.14530112,0.15710318
0.091514185,0.41281652,-0.08246559,0.14329407,-0.090201795,0.011835948,-0.097302034,0.035474867,0.38835868,0.38028634,-0.01684013,0.33419278,0.9540203,0.3381482,-0.037637852,0.28367573
-0.112859204,0.6657086,-0.019749478,0.06522082,0.120155066,0.11859891,-0.10026629,-0.03984826,0.20660862,0.81399614,-0.02782365,0.3367073,0.57665265,0.38261297,-0.06762537,0.35912672
-0.104468755,0.52893823,-0.09932326,0.06572287,-0.10325193,-0.0612439,-0.07907803,-0.06715803,0.28025496,0.5873957,-0.09341943,0.19613591,0.48675203,0.52151763,0.0006913841,0.35843033
-0.066213995,0.5541352,-0.075607,-0.07743334,-0.008640483,0.1266062,0.13836506,-0.0018022358,0.05418403,0.7161957,0.021198452,0.35617056,0.61625594,0.7059736,-0.080057055,0.4268151
0.045498922,0.6076743,0.024508119,0.05197209,-0.057521887,-0.069781765,0.13903499,0.046890616,0.38892445,0.048735216,-0.050255463,0.28692114,0.7754245,0.6747505,-0.0030023456,0.075209536
-0.08951403,0.25026694,-0.052910954,0.108416975,0.10755393,-0.14680226,0.027019054,0.058359608,-0.06824235,0.59631073,0.06939456,0.18492134,0.7294874,0.15416656,0.14090502,0.13758197
-0.097827405,0.4592275,-0.120091535,-0.116325065,-0.0016252995,-0.08359578,-0.12618122,-0.084521204,0.40586692,0.10981951,-0.011373177,0.33998322,0.30165863,0.4788369,0.11247775,0.2536627
-0.035931535,0.5904974,0.036152333,0.040744707,-0.038654745,0.09322955,0.11868644,-0.116594434,0.21580502,0.46544096,-0.07709876,0.35571367,0.56452703,0.46829414,0.12014726,0.07457718
5.6758523e-05,0.3518993,0.04500489,-0.029735021,0.059883162,0.011471197,0.10602534,0.04132305,0.40591067,0.53430563,-0.013717622,0.29107565,0.7142198,0.37725148,-0.057845898,0.10729298
0.12951407,0.46450683,-0.038182355,0.10063076,0.025579855,0.11832756,-0.043163702,-0.105992734,0.1603412,0.48442692,-0.065312274,0.26570332,0.69141936,0.21944115,0.064787075,0.25328922
-0.07485309,0.36010236,0.12922052,-0.05864291,0.08120091,0.12360844,-0.09103282,-0.06987443,0.21724734,0.5786296,0.08748175,0.08416876,0.3819455,0.45624265,0.07809205,0.19256179
0.11458334,0.44349724,0.012231842,-0.14132021,0.113324046,0.0982703,0.08597775,-0.06373474,0.17884457,0.4966066,-0.088131845,0.4477898,0.59697384,0.38408852,-0.012293935,0.24123529
-0.06616552,0.47293496,0.12508136,-0.053659968,0.1297979,0.11873433,-0.011185944,0.07434954,0.013318814,0.3173164,-0.01452674,0.164808,0.49521637,0.54916215,0.10829115,0.2154076
-0.11551264,0.3683255,0.10592082,-0.030441396,-0.10226503,0.05773677,0.03283158,0.0885482,0.41754562,0.15740728,-0.09694055,0.37886426,0.8873922,0.38358822,0.11216432,0.3052251
-0.13804474,0.628111,0.14089945,-0.053712778,-0.14391772,0.08343555,-0.02863387,0.13417137,0.25075775,0.5373769,-0.14057478,0.39639896,0.75858235,0.5256983,-0.10007453,0.2535564
-0.05684202,0.5378874,0.063795775,0.055030078,-0.09218386,-0.04502517,0.09196593,-0.117854476,0.19302338,0.3565079,-0.118920036,0.42478573,0.6026314,0.6129892,-0.13439824,0.29952797
0.08678055,0.68781817,0.082076296,0.022440061,-0.017208591,0.018788815,-0.041097574,0.11203018,0.5063863,0.5131078,0.11561814,0.1851475,0.6428799,0.53745925,-0.11900837,0.24015936
0.12412858,0.3519525,-0.061350673,0.05649963,0.08273412,0.06490092,-0.12426482,0.057708308,0.4073938,0.65851724,-0.1003464,0.2817471,0.80216724,0.60674834,-0.11718875,0.22336093
0.07835604,0.4219171,-0.008549556,-0.026019841,-0.104708634,-0.12679781,-0.10098671,0.10503414,0.20597875,0.56187516,-0.10306884,0.17124903,0.833788,0.38422233,-0.03758546,0.40337592
-0.07076526,0.664716,0.02012837,-0.042976163,0.037141085,0.033021763,0.0890031,-0.010694489,0.25169563,0.56083024,0.051997915,0.17855012,0.67083806,0.6573123,-0.053134702,0.17899865
0.14106926,0.3985351,0.13019991,-0.02107668,-0.12484108,0.13501948,-0.039692134,-0.102593,0.23286746,0.39980432,0.006818682,0.16527127,0.7338282,0.3606545,-0.08921047,0.2493124
-0.12749177,0.5782348,0.05574234,0.13369846,-0.05773747,0.0015746206,-0.11718345,0.02726771,0.15304145,0.38857406,-0.06983167,0.27818638,0.73057127,0.489856,0.049248412,0.24597828
-0.110246,0.37250507,0.072972625,-0.012912586,0.13816586,0.13936019,-0.040791914,-0.047565386,0.10067012,0.48920932,0.102924526,0.1018755,0.59250724,0.47681856,0.067523405,0.23885348
-0.10740443,0.584783,-0.018594265,0.090031624,-0.14740798,-0.123309895,0.1237129,-0.06098546,0.19900773,0.30649203,-0.121798545,0.34809595,0.70570743,0.54429007,-0.060721762,0.28574872
-0.1284285,0.6204435,0.05915028,0.053288743,-0.021439642,-0.05955012,-0.11156441,-0.08379858,0.32082444,0.6510316,0.044594064,0.038557395,0.72819203,0.4331444,0.05334048,0.32229194
-0.11018606,0.59804386,-0.028216146,0.07800433,0.009316444,0.13543725,-0.07511604,-0.10897773,0.101371124,0.69277245,-0.0688772,0.2424539,0.5673458,0.684788,0.021539241,0.26645333
0.06822553,0.41288754,-0.03677734,-0.08164115,-0.02268365,0.05259478,-0.067203715,0.034429923,0.19034298,0.39252073,0.0991627,0.2995999,0.81203747,0.43098015,-0.1340828,0.04114963
0.0011282563,0.16560844,-0.028235294,-0.07920011,-0.039169624,0.14159852,-0.08684888,-0.047700122,0.4564058,0.21591674,0.082660854,0.14010945,0.52967787,0.24156287,-0.12192632,0.059976824
0.12075138,0.3377792,-0.047861822,-0.09467775,-0.007287085,-0.10701156,-0.068883635,-0.10199186,0.27182272,0.5551218,-0.100233346,0.041966498,0.5345636,0.28002572,0.119622976,0.16238272
0.11337426,0.3588901,0.089498505,0.043296367,-0.04548835,0.11056656,0.13157684,0.030217618,0.45339447,0.4430383,0.10479775,0.121052206,0.6765218,0.46413434,-0.09146362,-0.059452333
0.06242834,0.14029177,-0.08430003,-0.060359575,-0.065321594,-0.05240979,-0.06087172,0.037952647,0.36876082,0.59331346,-0.048961133,0.21513018,0.63727146,0.21034688,0.04788743,0.2319638
0.060441583,0.51308477,-0.11832583,-0.06798664,0.06321867,-0.111058265,-0.042125255,0.048569888,0.09855762,0.4930427,-0.102935016,0.2909472,0.5664233,0.60535324,-0.13011047,0.14002772
0.06075318,0.49426773,-0.119880214,0.023912415,-0.118795864,0.026638374,0.121304214,0.13839012,0.38172784,0.24052009,-0.084894545,0.2536052,0.7264787,0.38347766,-0.13499033,0.12846111
0.09435615,0.37255603,-0.09336709,-0.14079045,0.07878649,-0.037187845,0.058190748,-0.09358476,0.39311385,0.5067618,0.086022034,0.36893237,0.4810124,0.22934024,-0.08422573,0.27875632
0.030064374,0.6583744,-0.13106772,-0.051218502,-0.065800294,0.0031726062,-0.09905067,-0.061506256,0.2293975,0.5344913,0.086235926,0.26067764,0.546235,0.559579,0.12887472,0.36035925
-0.06007079,0.719038,0.120553225,-0.10748817,0.028811961,-0.13569318,0.1446239,0.14267647,0.31212714,0.5615749,-0.040464185,0.399598,0.77544904,0.63221055,0.061778888,0.38168532
-0.107317924,0.5824779,-0.09640822,-0.036167942,0.04323861,0.048233226,-0.047641218,0.0989532,0.3508485,0.32533967,-0.12581837,0.27503195,0.88329357,0.5532561,0.13582397,0.09954216
-0.06952715,0.2502519,0.14085823,0.13768363,0.12834194,-0.10478177,-0.10194296,-0.037451953,0.49104112,0.51018703,0.091805115,0.3224738,0.6471094,0.24462202,0.0026326478,0.19053032
0.116984814,0.5194469,0.10522047,-0.0788371,-0.0080937445,-0.04330997,0.057217687,0.06000258,-0.0048328787,0.78818834,0.08695069,0.37215263,0.496451,0.47749686,0.122976184,0.31167617
-0.11977346,0.6111738,0.08746737,-0.07832131,0.09669852,0.03156185,0.053060576,-0.14811261,0.33427566,0.2751971,0.080836594,0.3140124,0.7877358,0.60617477,0.030668095,0.059071034
0.009090424,0.36027673,0.058477744,0.14209434,-0.1064506,0.13062254,-0.031427495,0.06384756,0.28515643,0.47010627,-0.06986799,0.23250619,0.8625054,0.38984177,0.04778424,0.19499262
0.10214555,0.5123153,-0.008815169,0.03401369,0.13033795,-0.13605012,0.10653958,-0.08092919,0.15320987,0.6684787,0.027451172,0.3121742,0.55985135,0.5662742,-0.0922358,0.23675367
0.022663116,0.62427026,0.07062431,0.14695597,-0.05446952,-0.018482268,0.13588318,0.14438856,0.42918426,0.54162455,-0.07147,0.06529056,0.7975744,0.40385553,-0.13699399,0.40063268
0.13489339,0.7811662,0.013659388,-0.040117554,0.14928079,0.01199463,-0.12114798,0.07254745,0.34576237,0.8720617,-0.1338402,0.2878574,0.68613756,0.55079526,0.0704536,0.2523432
-0.12334037,0.3646698,0.041949198,0.054820016,-0.0530515,-0.14801821,-0.013830826,0.08774306,0.13250092,0.49018005,-0.042922728,0.23607111,0.72093993,0.48495394,-0.013873532,0.3917243
-0.034501188,0.65137017,0.039426908,-0.12750533,0.09056868,-0.018937558,-0.06157857,0.09777813,0.09103017,0.3078915,-0.03261613,0.13038692,0.60409594,0.6411876,0.0030340403,0.16793057
-0.014007509,0.2943985,0.14050215,0.14649144,-0.00365825,0.026615709,-0.14021194,0.11524066,-0.09165363,0.29727006,-0.0026696175,0.18199362,0.83387566,0.30646527,0.10657376,0.26675132
0.10640028,0.43452272,0.027804345,0.09845519,-0.0719553,-0.07420516,-0.04274708,-0.14468679,0.2905843,0.2585792,0.14261785,0.49711356,0.45512185,0.5901713,-0.014179468,-0.029283833
-0.024876505,0.25712806,0.06850533,0.12542653,0.08267969,-0.10577698,-0.06392312,0.04160294,0.061389387,0.53572005,-0.038510337,0.159282,0.83362424,0.19610587,-0.1474665,0.3284924
-0.052905038,0.5564709,-0.05751726,0.08788426,0.10661861,-0.044807576,0.077205196,-0.027172282,0.31575632,0.41713184,-0.012569159,0.13032958,0.3903775,0.67141616,0.027591988,0.39185485
-0.071293496,0.5849064,-0.070955604,-0.014924824,-0.06153948,-0.096696734,0.11163437,-0.04117869,0.10628581,0.7785039,0.043458894,0.2326824,0.7340971,0.6671923,-0.044073433,0.37768787
-0.037863135,0.7234123,-0.017026007,0.021823555,0.06304689,0.1436452,0.010168791,-0.14475852,0.28228208,0.43264717,-0.13856831,0.3534981,0.818666,0.4698976,-0.121430635,0.17007978
0.052022114,0.3358475,-0.12853405,0.028663129,0.103200614,0.013128534,0.07977079,0.06687175,0.36169747,0.6184091,-0.11068162,0.028064609,0.5623597,0.5413581,0.007161945,0.39669216
0.02430287,0.50443596,-0.05931618,0.010169521,0.0006849766,-0.09410025,0.03774886,0.0010560751,-0.061385356,0.47741675,0.021420836,0.4580956,0.83283526,0.54787445,0.095286176,0.26550102
0.0041614324,0.5377187,0.11888614,0.14332613,-0.115026936,-0.028766803,0.026584148,0.009793431,0.41602662,0.16462842,-0.04494662,0.28072852,0.59531873,0.48609295,0.006663874,-0.022363126
-0.040910624,0.020900175,0.058568686,-0.11362095,-0.040316157,-0.13716893,-0.038138404,0.12856528,0.07369602,0.8377479,-0.11048209,0.4515941,0.6966538,0.13010474,0.081204236,0.38352385
-0.071413904,0.72467375,0.09050664,-0.08949812,-0.112488866,0.020932034,0.11322838,0.12699866,0.4040485,0.055456564,0.075607955,0.11886245,0.5043107,0.5364192,0.07035747,0.16068369
0.033157766,0.28500473,-0.0076256096,-0.050899856,-0.049704857,0.019165352,0.01961328,-0.112632975,0.36573043,0.42851543,0.11911753,0.32706565,0.6772281,0.46853772,0.12064877,0.46649292
0.092943564,0.56136656,-0.08710241,0.10389063,0.085763544,0.10155487,-0.0854039,-0.11436838,0.43455607,0.6668968,-0.11087088,0.022555538,0.5609492,0.709895,0.04011266,0.27332902
0.0578887,0.61154574,-0.13615379,-0.025742449,0.0057503283,0.02014248,0.123551816,-0.08860861,0.15264764,0.64222497,0.1079818,0.3186798,0.77576154,0.5439321,0.07232693,0.32804027
-0.13515711,0.58674324,0.08958514,0.010204837,0.08537237,-0.017982781,0.05113651,0.018100545,0.12751442,0.26196033,0.12139031,0.4136485,0.6936861,0.58593166,0.093023404,0.1541627
-0.09776749,0.33363178,-0.022238165,0.12788692,-0.036861025,-0.14841118,-0.07923627,0.048375785,0.3238037,0.40259272,-0.096290074,0.24674153,0.83045375,0.37951326,0.057338566,0.24689332
0.06258224,0.38194868,-0.09563233,0.027277738,-0.14358245,0.14114863,0.110584706,-0.07863865,0.28519946,0.7625576,-0.06839601,0.18859227,0.7441895,0.61551213,-0.13404721,0.2720562
0.05244492,0.56463933,-0.060386308,-0.028477103,-0.08344789,0.06915857,-0.11779033,0.074509054,0.3103573,0.68639016,0.106414795,0.1969397,0.7604333,0.5670118,-0.08541116,0.37549895
0.007996917,0.73346746,0.10214478,-0.10066953,-0.09856892,-0.03175968,-0.016310543,0.14626917,0.3037223,0.56499135,-0.11413778,0.37497902,0.7955592,0.65696985,0.014176071,0.38904005
0.14089486,0.5166037,0.089387015,-0.0078064054,0.08888276,-0.01431863,0.009540096,-0.023546398,0.19050357,0.58421326,-0.0048031807,0.2833259,0.902804,0.6582535,-0.027533345,0.35906762
-0.08816104,0.6576282,-0.0023249984,-0.1102879,0.10633895,-0.028041624,0.050461024,0.113568306,0.09716471,0.49181885,-0.023585588,0.35658127,0.76138103,0.7300654,-0.06701881,0.28994182
-0.048713945,0.5716865,0.06000273,0.11948967,-0.12273857,0.12076989,-0.12356605,0.09176853,0.14535639,0.01892019,-0.09063944,0.15043797,0.7222594,0.52216405,0.051926315,0.46336442
-0.026960976,0.5636928,-0.11325133,-0.12613578,0.04495409,-0.039053664,-0.06698406,0.1453802,0.28609928,0.41020086,0.07808073,0.20616421,0.7755285,0.6535671,-0.12319746,0.385184
-0.11947384,0.737707,-0.101482585,0.012986064,0.11678526,-0.09548423,-0.092715904,0.057007015,0.48393998,0.5064399,0.08294301,0.39978427,0.69507277,0.69193363,0.01212883,0.24115843
0.045138806,0.4578606,-0.1248789,-0.12211271,0.08810778,-0.112120524,-0.09313412,-0.00484848,0.1412971,0.5677745,-0.06374676,0.4616869,0.85376686,0.6372843,-0.038555935,0.34929758
-0.036983,0.6022781,0.14290869,-0.117378876,0.017235607,0.14064837,-0.09081343,-0.028930001,0.15743129,0.21597552,-0.079535246,0.30819923,0.91228515,0.6875271,-0.09979393,0.42120305
0.08893211,0.67882204,0.12757051,-0.013860524,-0.04591289,-0.14827853,0.11919719,-0.036831096,0.45079798,0.33533746,0.008153379,0.4466438,0.70302624,0.6171203,0.022106856,0.17762673
-0.051677696,0.5460307,-0.0014920086,-0.038468383,-0.0043255836,-0.01974687,0.069728404,0.14680442,0.008942127,0.5926811,0.071165815,0.4655656,0.8757871,0.27245128,0.09118195,0.15554418
-0.045998044,0.3332938,0.118958294,-0.03424432,-0.05562006,-0.14405765,-0.025387071,-0.013822779,0.3137399,0.05059196,-0.0010471195,0.15441814,0.48687837,0.4252988,-0.025212139,-0.053092346
0.06967968,0.17389962,0.0040269643,0.018051594,-0.12481787,-0.088270806,-0.10574958,-0.10614547,0.083228454,0.57261634,0.0636078,0.31527594,0.54515356,0.10090116,-0.13971996,0.28804862
-0.14526585,0.55047226,0.11163846,-0.0049493015,0.08699338,-0.039152384,0.12599573,-0.030142598,0.4445598,0.37802848,0.039299622,-0.058421932,0.25348604,0.6844306,-0.033250183,0.4513787
0.041062757,0.6928129,0.11278069,-0.122443184,-0.13855517,0.050998256,0.1024535,0.098736584,0.20335805,0.79215,-0.0348294,0.4010458,0.8549752,0.61180353,0.07072163,0.26737872
0.08725907,0.64897907,0.10878283,-0.12840137,-0.027424745,0.01404871,0.08008227,-0.08304525,0.15552095,0.24774732,0.09190594,0.3262388,0.7015948,0.594286,0.10486069,0.2569881
-0.023633093,0.5614917,-0.12796192,-0.027575329,-0.14703529,0.0041701496,0.11040598,0.0017837584,0.30706972,0.043170236,-0.018368334,0.47705036,0.7246905,0.54343086,0.052366555,0.15078515
-0.024768323,0.47570592,0.10647422,0.0580218,0.05597797,0.11136755,-0.059112705,0.05465342,0.3553092,0.45044258,0.10731858,0.50405335,0.75039566,0.28186524,-0.062143996,0.3878545
-0.008915052,0.7615068,0.08007757,0.061005935,0.10536742,0.021510348,-0.010211498,-0.12411217,0.31056052,0.76035535,-0.11922064,0.2536452,0.453922,0.47925746,0.0018004179,0.24800713
-0.035526983,0.52422684,-0.12537114,0.1204178,0.08814116,-0.11994387,0.094137,-0.08345926,0.11954037,0.72298056,-0.08465773,0.21185297,0.67902195,0.46384656,-0.124011315,0.24431211
-0.12304111,0.39967534,0.04015374,-0.12059905,0.14498127,-0.114028096,0.11197582,-0.03209576,0.25669295,0.61607075,-0.09559758,0.24329251,0.69705,0.5982753,-0.12920403,0.29912552
0.13078898,0.41148305,0.02774854,0.07370551,-0.14799173,-0.03223379,0.08005269,0.0675475,0.23614594,0.32860395,0.07555346,0.10020874,0.83796185,0.5078137,-0.14302409,0.32930326
-0.105544195,0.44629627,-0.06311,-0.03991928,0.14991546,0.038622245,-0.007446453,0.08556567,0.50065017,0.5988313,-0.008048311,0.2659203,0.71839064,0.62873507,0.09429395,0.4974081
-0.09418236,0.8293558,0.028000534,0.14938745,-0.09349176,-0.06357263,-0.044144228,-0.066223085,0.38894475,0.8174571,0.089622065,0.34054136,0.7336539,0.6625643,-0.11894632,0.48250204
-0.031698905,0.6505817,-0.062002145,-0.05935634,-0.087993786,-0.08631281,-0.08698433,0.14622858,0.37641084,0.7111506,0.11630005,0.23451076,0.6657095,0.60617125,0.10199505,0.42710978
-0.12387391,0.6350336,-0.042590618,-0.0047886968,0.09528829,0.087840006,-0.132402,-0.09937792,0.35067868,0.6025674,0.14272621,0.20716274,0.86095166,0.59509075,-0.068115935,0.25780493
0.14030349,0.612599,0.089744896,0.070372805,-0.111159705,-0.012731403,0.1105099,0.13190827,0.31825694,0.7370038,0.024321288,0.27118722,0.8996612,0.48368025,-0.102619946,0.27460083
-0.0889204,0.473147,-0.12156954,-0.04417888,0.13193253,0.12967089,0.11359656,0.13291734,0.34709623,0.4806343,0.10037613,0.27995127,0.6322137,0.43991902,0.029667526,0.2238795
-0.12814489,0.3917417,-0.0773769,0.035755396,0.043528333,0.12190509,0.11961377,0.09986751,0.13217053,0.61190766,0.13617077,0.3178765,0.53228194,0.47678506,-0.078792684,0.42379245
-0.066559464,0.62027574,-0.03698895,-0.05141995,-0.09274386,0.032287538,0.0853294,-0.07773793,0.3558057,0.38862413,-0.06021157,0.16765468,0.79711753,0.6416587,0.078409255,0.27290344
0.13696292,0.45618433,0.12948781,-0.09377734,0.085305065,-0.039777644,0.09186959,0.07135239,0.31334788,0.62061775,0.013707012,0.08635665,0.74306965,0.6171687,0.13049182,0.22644433
-0.1217425,0.45421433,0.05586718,0.115865976,-0.012848437,-0.021138743,0.13657454,-0.057950325,0.377257,0.49672773,-0.066891134,0.29123545,0.73709667,0.40861946,-0.06304472,0.22301015
0.1365062,0.4909754,-0.0074343085,-0.023918271,-0.10418015,0.006433651,0.032553434,0.09013207,0.13003078,0.77487105,0.09914826,0.22211896,0.75275695,0.4403678,0.10296345,0.09761396
0.0979259,0.2148878,0.1112839,-0.13195543,-0.119284205,0.042831764,0.071802005,0.12105808,0.21126457,0.4260188,-0.05778058,0.23541242,0.5451791,0.39999518,-0.10583096,0.2505713
-0.06631184,0.5455048,-0.113083385,0.08515942,0.05839759,-0.14008422,0.11800012,-0.12766667,0.43248165,0.3030677,-0.09262821,0.30279472,0.7467688,0.5551401,0.14392844,0.45817038
-0.14400637,0.547995,0.005492449,-0.031117111,0.044043586,0.14574343,-0.09433421,-0.07137952,0.2704016,0.5800042,-0.13196614,0.32969832,0.7038155,0.539767,-0.14943711,0.24243633
0.11255553,0.51998836,0.11908221,0.1432594,0.090034604,0.08234507,-0.04643383,-0.06624776,0.31262434,0.49209312,-0.009016156,0.036638558,0.6315173,0.4394585,0.027323931,0.083134964
0.09589498,0.34380755,0.048212513,0.10384646,0.009310409,0.069584146,-0.1337057,0.09830348,0.3088081,0.55053204,-0.10535383,0.29241422,0.5333724,0.19135036,0.0023020655,0.3181493
0.06828283,0.5549818,-0.023808807,0.14398253,-0.14998007,-0.059261605,0.011941612,0.093931735,-0.04935075,0.5087996,-0.0058002025,0.2868963,0.58474475,0.49349058,0.055437222,0.2140651
0.09000856,0.37039638,-0.00087335706,0.04508838,-0.0685837,-0.13705933,0.07830085,-0.108548485,0.34033126,0.31407034,0.012929887,0.25249186,0.64859396,0.47884387,-0.11580433,0.53538007
0.08418755,0.6774911,-0.14580746,-0.10768761,0.026765019,-0.04997451,0.065256044,-0.007909551,0.35087126,0.5176369,-0.115419164,-0.10452858,0.83805025,0.84583217,0.060003415,0.1545329
0.10046169,0.5071517,-0.029807411,-0.058288194,-0.08928506,0.044104457,-0.014665902,-0.032317296,0.3449762,0.39902574,-0.13273318,0.3449665,0.8249197,0.38160288,-0.04660853,0.31220314
-0.06080842,0.5411882,0.11314726,0.04690714,0.01606068,-0.11487626,-0.13147624,0.009686083,0.21469115,0.6231972,-0.042317443,0.08639919,0.7209451,0.42647773,-0.0052995384,0.29643887
0.13750648,0.63010585,-0.12100908,-0.062858894,0.103013664,0.010348856,-0.06985798,0.14688066,-0.02033969,0.56478184,-0.007478103,0.34261394,0.6747693,0.60323304,0.026702657,0.07915128
-0.033153445,0.2468588,-0.089598805,-0.033269815,0.02746509,-0.016627073,-0.06926696,-0.06874581,0.12124427,0.2543859,-0.086785465,0.32596385,0.8364539,0.19058585,-0.076067254,0.2090184
-0.05213517,0.31500414,-0.14879839,-0.02475208,-0.09594825,-0.01911746,-0.06971973,-0.11129701,0.22608367,0.304212,0.07554798,0.3342192,0.5572212,0.40286466,0.027378663,0.10059313
0.047841683,0.40713865,-0.10515149,-0.10027847,-0.11891111,-0.118560076,-0.13543674,-0.085807055,0.07286875,0.42405683,-0.050200514,0.5051006,0.6636663,0.43458387,-0.10136765,0.26080194
0.10656074,0.5230062,-0.018283978,0.01682879,0.020178616,0.12308043,-0.11998735,-0.10901311,0.42634627,0.19081382,-0.13200791,0.19826064,0.7021916,0.41435197,-0.031175531,0.40573925
0.022652954,0.49096084,0.009891167,0.05889274,0.1363934,-0.018282905,0.13292155,0.07415624,0.18387854,0.72148466,-0.0143186,0.046523884,0.7856326,0.5214398,0.13296494,0.14852102
-0.040441833,0.52200353,-0.122129604,0.07796006,0.02744767,-0.05452522,-0.11420216,-0.1417226,0.3993333,0.45094082,-0.06026706,0.21899328,0.75819075,0.44645858,-0.0063931644,0.33578354
0.0015089363,0.68693936,0.13965556,-0.109262824,0.11572242,0.004532382,0.028130844,-0.101034686,-0.015209876,0.63078743,0.14470378,0.38426828,0.5435256,0.56997585,0.08961503,0.27281684
0.016847968,0.47478214,-0.022104949,-0.014768437,0.033658072,-0.018138066,0.07248105,0.017593324,0.36758664,0.2597305,-0.122162916,0.2685967,0.87295806,0.39080608,-0.0063783675,0.2611741
0.0965814,0.5497786,0.0672787,0.086282164,0.084098145,0.0734148,-0.046531215,0.057213917,0.06143412,0.65133464,0.059732884,0.088436864,0.57286894,0.44896737,-0.04062315,0.27033252
0.029975593,0.64418757,-0.052600928,0.05942391,-0.051235095,0.08126585,-0.13563055,0.043061897,0.16798756,0.5139311,0.013629362,0.27530402,0.8160481,0.4805204,-0.05639223,0.340042
0.015670732,0.7302252,-0.10110667,0.12923005,0.11847171,0.13052937,-0.041261993,-0.1191562,0.17549913,0.40713233,0.054546967,0.29899728,0.75062746,0.54718053,0.08990504,0.13750176
-0.10689479,0.4021613,-0.00816977,0.1307204,-0.10674116,0.06799956,0.10707167,-0.09499922,0.26000372,0.5676101,0.13026798,0.2298844,0.6591927,0.23253356,-0.122570805,0.40909716
-0.13724591,0.5799886,-0.013643146,-0.044566028,0.13585755,-0.018969312,-0.12743737,-0.10869831,0.21790698,0.6001846,-0.03158684,0.04612729,0.5977778,0.49999234,-0.106844276,0.19690576
0.067429855,0.44788578,0.10407156,-0.042246386,-0.07195401,-0.090429984,0.13377708,0.08443247,0.36829692,0.37699318,-0.12557991,0.10805067,0.7254757,0.47637406,0.07669957,0.2944242
0.08009574,0.6616515,-0.08965447,-0.04591082,-0.085804015,0.0056009144,-0.08674942,0.06645648,0.22509125,0.50061905,-0.009715885,0.2743564,0.6059423,0.6016705,0.07338351,0.30812007
